name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
the GIS Data Catalog,the GIS Data Catalog,United States,http://data.imap.maryland.gov,,Arcgis OpenData Portal,"38.7833705, -79.4802785",FALSE,,United States - the GIS Data Catalog
The Network For The Geological And Mining References,"Congo, Democratic Republic Of The","Congo, Democratic Republic Of The",http://drcmining.org/,,,"-2.88, 23.656",,,"Congo, Democratic Republic Of The - The Network For The Geological And Mining References"
The Old Methodist Church Museumof Daphne,The Old Methodist Church Museumof Daphne,United States,http://snowbirds.daphnemuseum.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - The Old Methodist Church Museumof Daphne
The Wilderness Society,The Wilderness Society,United States,http://data.wilderness.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - The Wilderness Society
The World Bank,United Nations,United States,http://data.worldbank.org/,,,"37.4272082, -76.5827216",TRUE,,United States - The World Bank
The World Bank Catalog,World Bank,United States,http://developer.worldbank.org,,"The World Bank's first API offers 114 indicators from key data sources and 12,000 development photos.","47.6161756, -122.3439727",,,United States - The World Bank Catalog
Three Rivers Park District,Three Rivers Park District,United States,http://gis.trpd.opendata.arcgis.com,,Arcgis OpenData Portal,"44.9759433774, -93.567",,,United States - Three Rivers Park District
"Thunder Bay, On - Transit Api",Canada,Canada,http://thunderbay.ca/living/getting_around/thunder_bay_transit/developers_-_open_data.htm,,,"48.3822, -89.2461",,,"Canada - Thunder Bay, On - Transit Api"
Tirol Data Portal,Landesregierung Tirol,Austria,http://data.tirol.gv.at,,"Launched April 2012, with 13 datasets on environment and tourism.","47.25, 11.3333333",,,Austria - Tirol Data Portal
Tokelau National Statistics Office,Tokelau,New Zealand,http://www.tokelau.org.nz/,,,"-9.1667, -171.8333",,,New Zealand - Tokelau National Statistics Office
Tonga Meteorological Service,Tonga,Tonga,http://met.gov.to/,,,"-21.1333, -175.2",,,Tonga - Tonga Meteorological Service
Tookany/Tacony-Frankford Watershed Partnership,Tookany/Tacony-Frankford Watershed Partnership,United States,http://data.ttfwatershed.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Tookany/Tacony-Frankford Watershed Partnership
Topomat Technologies Opendataportal,Topomat Technologies Opendataportal,Switzerland,http://portal.topomat.opendata.arcgis.com,,Arcgis OpenData Portal,"46.2206447785, 6.17459060184",,,Switzerland - Topomat Technologies Opendataportal
Torino (turin) Open Data,Italy,Italy,http://www.comune.torino.it/aperto,,,"45.0667, 7.7",,,Italy - Torino (turin) Open Data
Toronto,Toronto,Canada,http://www1.toronto.ca/wps/portal/,,,"43.7184038, -79.5181444",,,Canada - Toronto
Toronto Police Service,Toronto Police Service,Canada,http://maps.torontopolice.on.ca,,Arcgis OpenData Portal,"43.7316576284, -79.3934402461",FALSE,,Canada - Toronto Police Service
"Toronto, Ontario",City Of Toronto,Canada,http://www.toronto.ca/open,,You may send [feedback](mailto:opendata@toronto.ca) and [request datasets](http://www.datato.org/app/). The current license is based upon the the UK Government's Open Government Licence for Public Sector Information and has been adapted with the permission of the UK National Archives. The previous license adapted the [Vancouver license](http://www1.toronto.ca/wps/portal/open_data/open_data_fact_sheet_details?vgnextoid=59986aa8cc819210VgnVCM10000067d60f89RCRD). See the [FAQ](http://www1.toronto.ca/wps/portal/open_data/open_data_fact_sheet_details?vgnextoid=cca1eaaa805c9210VgnVCM10000067d60f89RCRD).,"43.700113788, -79.416304194",,,"Canada - Toronto, Ontario"
Toulouse Métropole Open Data,Communauté Urbaine Du Grand Toulouse,France,https://data.toulouse-metropole.fr,,France's city of Toulouse's Area OpenData store,"43.6042618681, 1.44367218018",,,France - Toulouse Métropole Open Data
"Townof Amherst,MAOpen Data","Townof Amherst,MAOpen Data",United States,http://maps.amherstma.opendata.arcgis.com,,Arcgis OpenData Portal,"42.3645395563, -72.5225",,,"United States - Townof Amherst,MAOpen Data"
Townof Brookline,Townof Brookline,United States,http://data.brooklinema.gov,,Arcgis OpenData Portal,"42.3320258281, -71.121",,,United States - Townof Brookline
Townof Brookline OLD,Townof Brookline OLD,United States,http://data2.brookline.opendata.arcgis.com,,Arcgis OpenData Portal,"42.3320258281, -71.121",,,United States - Townof Brookline OLD
"Townof Erie,CO","Townof Erie,CO",United States,http://data.erieco.opendata.arcgis.com,,Arcgis OpenData Portal,"40.0310505004, -105.0295",,,"United States - Townof Erie,CO"
"Townof Groton,CT Open Data Site","Townof Groton,CT Open Data Site",United States,http://data.grotongis.opendata.arcgis.com,,Arcgis OpenData Portal,"41.3590224021, -72.0315",TRUE,,"United States - Townof Groton,CT Open Data Site"
Townof Mashpee,Townof Mashpee,United States,http://data.mashpeegis.opendata.arcgis.com,,Arcgis OpenData Portal,"41.6160534052, -70.476",,,United States - Townof Mashpee
"Townof Mooresville,NC Open Data","Townof Mooresville,NC Open Data",United States,http://town.mooresvillenc.opendata.arcgis.com,,Arcgis OpenData Portal,"35.6106269162, -80.844",FALSE,,"United States - Townof Mooresville,NC Open Data"
Townof Oakville,Townof Oakville,Canada,http://data.exploreoakville.opendata.arcgis.com,,Arcgis OpenData Portal,"43.4683784236, -79.7036799186",FALSE,,Canada - Townof Oakville
"Townof Pendleton,IN","Townof Pendleton,IN",United States,http://pendleton.mccog.opendata.arcgis.com,,Arcgis OpenData Portal,"40.1279397291, -85.608",,,"United States - Townof Pendleton,IN"
Trafford Open Data,Borough of Trafford,United Kingdom,http://www.trafford.gov.uk/opendata,,Borough of Trafford (UK) Open Data Catalog,"53.4166667, -2.3333333",,,United Kingdom - Trafford Open Data
Transparency Connecticut,United States,United States,http://transparency.ct.gov,,,"41.7625, -72.67417",,,United States - Transparency Connecticut
Transparency Data,Timor-leste,East Timor,http://transparency.gov.tl,,,"-8.5667, 125.5667",,,East Timor - Transparency Data
Transport Bouches-du-Rhône Le Pilote,Bouches-du-Rhône,France,http://www.lepilote.com/presentation/?rub_code=92&redirectdone=1,,,"43.296482, 5.36978",TRUE,,France - Transport Bouches-du-Rhône Le Pilote
Transport For London,United Kingdom,United Kingdom,http://tfl.gov.uk/info-for/open-data-users/,,,"51.5072, -0.1275",,,United Kingdom - Transport For London
Transport Scotland,United Kingdom,United Kingdom,http://transportscotland.gov.uk/,,,"55.95, -3.1833",,,United Kingdom - Transport Scotland
Trentin,Trentino,Italy,http://www.territorio.provincia.tn.it/portal/server.pt,,,"46.1025001, 10.6470118",,,Italy - Trentin
Trentino Open Data,Italy,Italy,http://dati.trentino.it/,,,"46.06667, 11.11667",,,Italy - Trentino Open Data
Trento Open Data,Italy,Italy,http://www.comune.trento.it/comunicazione/trasparenza/open-data,,,"46.0667, 11.1167",,,Italy - Trento Open Data
Trove,National Library of Australia,Australia,http://trove.nla.gov.au,,"Trove helps you find and use resources relating to Australia. It's more than a search engine. Trove brings together content from libraries, museums, archives and other research organisations and gives you tools to explore and build.","-23.033333, 133.416667",,,Australia - Trove
TUC Demo Open Data,TUC Demo Open Data,Thailand,http://tuc2014.tuc.opendata.arcgis.com,,Arcgis OpenData Portal,"13.8429658562, 100.62515",TRUE,,Thailand - TUC Demo Open Data
"Tulsa, Ok Open Data",United States,United States,http://www.cityoftulsa.org/our-city/open-tulsa/open-tulsa-dataset-list.aspx,,,"36.1314, -95.9372",,,"United States - Tulsa, Ok Open Data"
Tunisia Open Budget Data Portal,Ministry of Finance Tunisia,Tunisia,http://www.mizaniatouna.gov.tn/,,Budget,"36.3545222, 9.8230279",,,Tunisia - Tunisia Open Budget Data Portal
Tunisia Open Crime Data Portal,Ministry of Home Affairs (Tunisia),Tunisia,http://opendata.interieur.gov.tn/,,Crime Data,"36.8465221, 10.1796817",,,Tunisia - Tunisia Open Crime Data Portal
Tunisian ministry of the interior opendata plateform,Ministry of interior,Tunisia,http://opendata.interieur.gov.tn,,"Security, civil protection","36.7996812, 10.1849321",,,Tunisia - Tunisian ministry of the interior opendata plateform
Turin,Turin,Italy,http://aperto.comune.torino.it/,,,"45.0735886, 7.6055668",,,Italy - Turin
Turkish Statistical Institute,Turkey,Turkey,http://www.turkstat.gov.tr/Start.do,,,"39.9167, 32.8333",,,Turkey - Turkish Statistical Institute
Türkmenistanyň Statistika,Turkmenistan,Turkmenistan,http://stat.gov.tm,,,"37.9667, 58.3333",,,Turkmenistan - Türkmenistanyň Statistika
Tuvalu Met Service,Tuvalu,Tuvalu,http://informet.net/tuvmet/,,,"-8.5333, 179.2167",,,Tuvalu - Tuvalu Met Service
Tuvalu Statistics,Tuvalu,Tuvalu,http://www.spc.int/prism/tuvalu/en/,,,"-8.5333, 179.2167",,,Tuvalu - Tuvalu Statistics
"Twin Cities Metropolitan Region, Mn",United States,United States,http://metrocouncil.org/data-and-maps.aspx,,,"44.95, -93.2",,,"United States - Twin Cities Metropolitan Region, Mn"
UCANR Open Data,UCANR Open Data,United States,http://ucanropendata.ucanr.opendata.arcgis.com,,Arcgis OpenData Portal,"37.2020344194, -118.951888867",,,United States - UCANR Open Data
UCLAGIS Open Data Portal,UCLAGIS Open Data Portal,United States,http://mapshare.uclagisadmin.opendata.arcgis.com,,Arcgis OpenData Portal,"33.5839298352, -117.849241909",,,United States - UCLAGIS Open Data Portal
UDAPE,UDAPE,Bolivia,http://www.udape.gob.bo/index.php?option=com_wrapper&view=wrapper&Itemid=38,,,"-16.5023775, -68.1336451",,,Bolivia - UDAPE
Udine,Udine,Italy,http://www.comune.udine.it/opencms/opencms/release/ComuneUdine/progetti/open_data/index.html?style=3,,,"46.0561166, 13.2091429",,,Italy - Udine
UDOT Open Data,UDOT Open Data,United States,http://udot.uplan.opendata.arcgis.com,,Arcgis OpenData Portal,"39.5880232606, -109.544677734",,,United States - UDOT Open Data
Uganda Bureau Of Statistics,Uganda,Uganda,http://ubos.org,,,"1.0667, 31.8833",,,Uganda - Uganda Bureau Of Statistics
Uk Data Service,United Kingdom,United Kingdom,http://discover.ukdataservice.ac.uk/,,,"51.75, 0.5833",,,United Kingdom - Uk Data Service
UK House Price Index,HM Land Registry,United Kingdom,https://landregistry.data.gov.uk/app/ukhpi,,"House Prices, Land, Statistics","50.3857564, -4.2005647",TRUE,,United Kingdom - UK House Price Index
Uk National Statistics,United Kingdom,United Kingdom,https://www.gov.uk/government/statistics/announcements,,,"51.5, -0.11667",,,United Kingdom - Uk National Statistics
Ukraine Government Open Data Portal,Ukrainian Geovernment,Ukraine,http://data.gov.ua,,"Government, business, transportation","50.4302629, 30.5163342",,,Ukraine - Ukraine Government Open Data Portal
Ukrainian Geologists,Ukraine,Ukraine,http://geolog.org.ua,,,"50.45, 30.5233",,,Ukraine - Ukrainian Geologists
Ukrainian Hydrometeorological Center,Ukraine,Ukraine,http://meteo.gov.ua/,,,"49.0, 32.0",,,Ukraine - Ukrainian Hydrometeorological Center
Ukrainian Non-government Open-data,Ukraine,Ukraine,http://cityscale.com.ua,,,"49.0, 32.0",,,Ukraine - Ukrainian Non-government Open-data
UkrBIN: National Biodiversity Information Network,UkrBIN,Ukraine,http://izan.kiev.ua/ukrbin/,,"Biodiversity, Nature Conservation, Flora, Fauna","50.445552, 30.5123593",,,Ukraine - UkrBIN: National Biodiversity Information Network
Ulm Open Data,Germany,Germany,http://data.ulm.de/,,,"48.4, 9.9833",,,Germany - Ulm Open Data
UMN Parkingand Transportation Services-Open Traffic Data Portal,UMN Parkingand Transportation Services-Open Traffic Data Portal,United States,http://opendata.arcgis.co,,Arcgis OpenData Portal,"44.9809079249, -93.1851807617",TRUE,,United States - UMN Parkingand Transportation Services-Open Traffic Data Portal
Un Databases,United Nations,United States,http://un.org/en/databases/,,,"40.749, -73.968",,,United States - Un Databases
Un Economic Commission For Africa - African Centre For Statistics,United Nations,United States,http://uneca.org/acs,,,"40.749, -73.968",,,United States - Un Economic Commission For Africa - African Centre For Statistics
Undp Country Climate Data Profiles,United Nations,United States,http://undp.org/content/undp/en/home/librarypage/environment-energy/climate_change/adaptation/undp_climate_changecountryprofiles.html,,,"40.749, -73.968",TRUE,,United States - Undp Country Climate Data Profiles
UNESCO,United Nations,United States,http://opendata.unesco.org/,,,"40.749, -73.968",,,United States - UNESCO
Unesco Atlas Of The World's Languages In Danger,United Nations,United States,http://unesco.org/culture/languages-atlas/index.php,,,"40.749, -73.968",,,United States - Unesco Atlas Of The World's Languages In Danger
Unesco Institute For Statistics,United Nations,United States,http://uis.unesco.org,,,"40.749, -73.968",,,United States - Unesco Institute For Statistics
Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal,United Nations,United States,http://oceandataportal.net/portal,,,"40.749, -73.968",,,United States - Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal
Unicef,United Nations,United States,http://unicef.org/statistics/,,,"40.749, -73.968",,,United States - Unicef
"Union County,PA","Union County,PA",United States,http://gis.unioncounty.opendata.arcgis.com,,Arcgis OpenData Portal,"40.9570109375, -76.914",TRUE,,"United States - Union County,PA"
Union Of Concerned Scientists,United States,United States,http://www.ucsusa.org/nuclear-weapons/space-weapons/satellite-database.html#.VkYGFMrGl20,,,"38.8951, -77.0367",,,United States - Union Of Concerned Scientists
United Arab Emirates Open Data,United Arab Emirates Government,United Arab Emirates,http://opendata.fcsa.gov.ae/?lang=en,,"The UAE Government has adopted the Open Data practice to make government data and information seamlessly available to people. Under the Open Data, information is made usable, reusable and accessible to the public.","24.0, 54.0",,,United Arab Emirates - United Arab Emirates Open Data
United Nations (undata) Catalog,Unofficial United Nations Data Access,United States,http://data.un.org/,,UNdata is a data access system to UN databases,"40.7034884, -74.1197646",,,United States - United Nations (undata) Catalog
United Nations Aids,United Nations,United States,http://unaids.org/en/dataanalysis/,,,"40.749, -73.968",,,United States - United Nations Aids
United Nations Development Programme,United Nations,United States,http://open.undp.org,,,"40.749, -73.968",,,United States - United Nations Development Programme
United Nations Development Programme,United Nations Development Programme,United States,https://data.undp.org/,,,"40.749, -73.968",,,United States - United Nations Development Programme
United Nations Environment Programme,United Nations,United States,http://geodata.grid.unep.ch,,,"40.749, -73.968",,,United States - United Nations Environment Programme
United Nations Group Of Experts On Geographical Names,United Nations,United States,http://unstats.un.org/unsd/geoinfo/ungegn/geonames.html,,,"40.749, -73.968",,,United States - United Nations Group Of Experts On Geographical Names
United Nations Multilingual Terminology Database,United Nations,United States,http://unterm.un.org/,,,"40.749, -73.968",,,United States - United Nations Multilingual Terminology Database
